external_id,title,short_title,description,category,tags,benefits,start_datetime,end_datetime,venue_title,venue_address,venue_lat,venue_lon,price_min,price_raw,is_free,age_restriction,image_url,site_url,source,parsed_at
,Гассан Джабер,Гассан Джабер,"Гассан Джабер — стендап-комик, финалист шоу «Comedy Баттл» на телеканале ТНТ.

Приходи поднять себе настроение, смешными шутками которые точно попадут в тебя, чтобы зарядиться энергией комедии, перед очередной рабочей неделей",stand-up,,,17 июля 2026,,Stage StandUp Club,ул. Восстания 24/27Б Начало: 17 июля 2026 в 19:00 Завершение: 1,,,1000,от 1000 ₽,False,16+,,https://kaverafisha.ru/saint-petersburg/events/stendap-kontsert-305662,kaver,2026-07-14 14:52:48
,Стендап вечер,Стендап вечер,"Формат, где опытные комики рассказывают самые свежие и самые проверенные шутки.

Запуск на мероприятие за полчаса до начала.
Рассадка осуществляется менеджером зала в порядке очереди.
Приходи к началу запуска, чтобы занять места ближе к сцене.",stand-up,,,17 июля 2026,,Homie,,,,500,от 500 ₽,False,18+,,https://kaverafisha.ru/saint-petersburg/events/stendap-vecher-285176,kaver,2026-07-14 14:52:50
,Взрослый стендап,Взрослый стендап,"Стендап с высоты некоторого прожитого опыта, допущенных ошибок, а также их осознания. 

В России возраст молодёжи официально до 35 лет, а значит комики, выступающие на этом шоу уже на этапе взросления или же официально взрослые люди.",stand-up,,,17 июля 2026,,Stage StandUp Club,ул. Восстания 24/27Б Начало: 17 июля 2026 в 20:00 Завершение: 1,,,500,от 500 ₽,False,18+,,https://kaverafisha.ru/saint-petersburg/events/vzroslye-komiki-248361,kaver,2026-07-14 14:52:52
,Грязный стендап,Грязный стендап,"Мероприятие с рейтингом «18+» — четыре комика, ведущий и ни одной запретной темы. Готов услышать самые грязные шутки? Тогда тебе точно сюда!",stand-up,,,17 июля 2026,,Stage StandUp Club,ул. Восстания 24/27Б Начало: 17 июля 2026 в 23:00 Завершение: 1,,,900,от 900 ₽,False,18+,,https://kaverafisha.ru/saint-petersburg/events/gryaznyy-stendap-261897,kaver,2026-07-14 14:52:56
,ЛяМур с Нидалем | 16:00,ЛяМур с Нидалем | 16:00,"ЛяМур — это шоу знакомств Нидаля Абу Газале. Участники влюбляются по голосу и харизме, а в конце — встречаются лицом к лицу. Что их ждёт: любовь или разочарование? Весёлый вечер — гарантирован.

Рассадка осуществляется менеджером зала. Приходи к началу запуска, чтобы занять места ближе к сцене.",stand-up,,,18 июля 2026,,Stage StandUp Club,ул. Восстания 24/27Б Начало: 18 июля 2026 в 16:00 Завершение: 1,,,600,от 600 ₽,False,18+,,https://kaverafisha.ru/saint-petersburg/events/lyamur-s-nidalem-291603,kaver,2026-07-14 14:52:59
,Выставка Булгаков. Мастер и Маргарита,Выставка Булгаков. Мастер и Маргарита,"Литературная встреча-разговор по мотивам произведений М.А.Булгакова.

Бессмертное, загадочное и остроумное «Евангелие от Сатаны» Михаила Булгакова.
Роман, уникальный в российской литературе ХХ столетия. Трудно себе представить, какое влияние он оказал на мировую культуру.

Чем же заворожила история о дьяволе и его свите, почтивших своим присутствием Москву 1930-х, о прокураторе Иудеи всаднике Понтии Пилате и нищем философе Иешуа Га-Ноцри, о талантливом и несчастном Мастере и его прекрасной и верной возлюбленной Маргарите?

Читает Антон Тарасов.",stand-up,,,14 июля 2026,,,ул. Некрасова,,,600,от 600 ₽,False,18+,,https://kaverafisha.ru/saint-petersburg/events/bulgakov-master-i-margarita-315957,kaver,2026-07-14 14:53:01
,Кинопоказ в саду: «8 1/2»,Кинопоказ в саду: «8 1/2»,"В этот вечер смотрят стильную драматическую комедию Федерико Феллини «8 1/2».

Вечер пройдёт под открытым небом в камерном саду Особняка Мясникова, в самом сердце Петербурга. Для удобного просмотра расставят мягкие стулья-шезлонги и предложим тебе попкорн. Вход в сад — со стороны Гродненского переулка.",stand-up,,,14 июля 2026,,Особняк И. Мясникова,"ул. Восстания, 45",,,2200,от 2200 ₽,False,12+,,https://kaverafisha.ru/saint-petersburg/events/kinopokaz-v-sadu-8-12-316673,kaver,2026-07-14 14:53:03
,Инь & Хатха-йога с Юлией Лычак,Инь & Хатха-йога с Юлией Лычак,"Специальный класс от преподавателя из московский студий Yoga Space, на котором медитативная глубина Инь-йоги встречается с динамикой Хатха-йоги.

Практика начнётся мягко: через длительные асаны, расслабление и внимательное наблюдение за собой. Постепенно ты перейдёшь к более активным связкам, которые помогут пробудить тело, наполниться силой и энергией.

В результате ты ощутишь состояние целостности и внутреннего баланса, наполненное спокойствием, лёгкостью и тихой радостью.

Завершится практика глубокой шавасаной под звучание поющих чаш.

Класс ведёт Юлия Лычак — сертифицированный преподаватель инь-йоги и хатха-йоги.",stand-up,,,14 июля 2026,,,"проспект Чернышевского, 18",,,1400,от 1400 ₽,False,16+,,https://kaverafisha.ru/saint-petersburg/events/in-hatha-yyoga-s-yulieyy-lychak-316519,kaver,2026-07-14 14:53:06
,Спектакль Не кормите и не трогайте,Спектакль Не кормите и не трогайте,"Спектакль с атмосферой Лондона и драйвом Питера.

Андрей — тихий петербургский интеллигент, едет в Лондон к роскошной Кате, желая оказаться в романтической комедии, а попадает в русский детектив. Есть ли разница между британским пабом и питерской рюмочной? Быть ли на виду или скрыться в подвале?

Острый актуальный текст. Лаконичная театральная форма. 

Автор романа — Андрей Аствацатуров — культовый петербургский писатель и профессор Петербургского университета, лауреат премий «Топ 50» и «Новая словесность», его романы с успехом продаются в России, Франции, Великобритании.",stand-up,,,22 июля 2026,,Bar 3/4,ул. Чайковского 34 Начало: 14 июля 2026 в 20:00 Завершение: 22,,,2200,от 2200 ₽,False,18+,,https://kaverafisha.ru/saint-petersburg/events/ne-kormite-i-ne-trogayyte-242571,kaver,2026-07-14 14:53:08
,Спектакль Москва-Петушки,Спектакль Москва-Петушки,"Квартирник-притча о двух Венях.

Проснувшись утром в чьем-то неведомом подъезде, Веня Ерофеев устремляется на Курский вокзал, чтобы оттуда отправиться в свое экзистенциальное постмодернистское путешествие в Петушки — рай на земле, столь же желанный, сколь и недостижимый. В этом путешествии его сопровождают Ангелы Господни, а также гитара и песни уже другого Вени — Д'ркина, чья судьба также была наполнена светом и трагизмом.

Спектакль-притча по поэме Венедикта Ерофеева — о гибели и воскрешении; о непутёвости и поиске пути; и, конечно же, о вознесении.

Спектакль-квартирник по песням музыканта, поэта и певца Александра Литвинова, более известного, как Веня Д'ркин.

Спектакль-застолье — Тайная вечеря в вагоне советской электрички.

11, 14 и 15 июля с 20:00 до 21:50",stand-up,,,15 июля 2026,,Курт,"ул. Чайковского, 16",,,2200,от 2200 ₽,False,18+,,https://kaverafisha.ru/saint-petersburg/events/moskva-petushki-304263,kaver,2026-07-14 14:53:10
,Выставка История всего: от Сотворения до Апокалипсиса,Выставка История всего: от Сотворения до Апокалипсиса,"А что если собрать самые эффектные и запоминающиеся инсталляции арт-группы «Зерно» на одной выставке в Анненкирхе?

Так и сделали — и представляют библейскую историю от Сотворения до Апокалипсиса через попурри лучших арт-объектов с предыдущих выставок. Это именно те экспонаты, которые запали тебе в душу и поселились в сердечке.

В большой зал вернулась легендарная Луна, на лестнице распустились сады, на втором этаже колышутся волны потопа и видна радуга, в ротонде сверкает гигантский серафим, а в часовне тебя ждёт киберпастор. Каждая локация — это твой путеводитель по Библии и портал к воспоминаниям о прошлых вдохновляющих экспозициях в уникальной лютеранской кирхе.

Режим работы: с 10:00 до 18:00",stand-up,,,7 августа 2026,,Анненкирхе,,,,600,от 600 ₽,False,6+,,https://kaverafisha.ru/saint-petersburg/events/istoriya-vsego-ot-sotvoreniya-do-apokalipsisa-311062,kaver,2026-07-14 14:53:12
,Спектакль Псоглавцы,Спектакль Псоглавцы,"Мистический «триллер о современной русской деревне» по одноименному роману Алексея Иванова.

Трое молодых людей из Москвы — Валерий, Гугер и Кирилл — отправляются в нижегородскую деревню Калитино, чтобы выполнить высокооплачиваемый, но не до конца понятный заказ искусствоведа: снять со стены разрушенной церкви фреску с изображением святого Христофора с собачьей головой, а заодно — пронаблюдать и описать реакцию на это местных жителей.

Продолжительность спектакля 110 минут, спектакль идёт без антракта.

7 и 8 июля с 19:00 до 22:00",stand-up,,,7 июля 2026,,Курт,"ул. Чайковского, 16",,,2200,от 2200 ₽,False,18+,,https://kaverafisha.ru/saint-petersburg/events/psoglavtsy-314399,kaver,2026-07-14 14:53:17
,Музыка в оранжерее,Музыка в оранжерее,"Музыкальный концерт-ретрит в тропической обстановке.

На концерте два совершенно разных и противоположных настроения: одно — трепетное, нежное и романтичное, другое — дерзкое и сочное сольются в буйстве звуков и эмоций в исполнении ведущих артистов Петербурга в царстве лета, ярких цветов и величественных деревьев.

Продолжительность концерта: 1 час 20-40 минут",stand-up,,,29 августа 2026,,Оранжерея таврического сада,,,,1500,от 1500 ₽,False,6+,,https://kaverafisha.ru/saint-petersburg/events/muzyka-v-oranzheree-251917,kaver,2026-07-14 14:53:21
,Выставка Время жить,Выставка Время жить,"Человек может годами строить жизнь, которая подходит всем — кроме тебя самого.

Большинство людей живут с иллюзией, что время ещё есть.

Кажется, что настоящая жизнь начнётся когда-нибудь «потом»: когда появится уверенность, вырастут дети, появятся деньги или изменятся обстоятельства.

Но реальность в том, что никакого «потом» не существует.

Выставка может помочь:
/ Понять свои истинные желания и  куда исчезает внутренний ресурс, как вернуть мотивацию к жизни.
/ Разрушить иллюзию отложенной жизни.
/ Найти свой Икигай: Вернуть ощущение внутреннего согласия, когда то, что ты делаешь, полностью совпадает с тем, кто ты есть.

Вход на выставку только по предварительной записи. 
Время работы: ежедневно с 12:00 до 21:00",stand-up,,,20 июля 2026,,Путь,,,,600,от 600 ₽,False,18+,,https://kaverafisha.ru/saint-petersburg/events/vremya-zhit-306495,kaver,2026-07-14 14:53:26
,Конь не валялся: побеждаем прокрастинацию,Конь не валялся: побеждаем прокрастинацию,"Онлайн-комьюнити совместной работы и закрытия давно висящих проектов.

Побеждай прокрастинацию вместе с другими: незнакомцы из разных уголков мира объединяются для совместной работы онлайн. 

Твоя лучшая команда поведенческой активации.

Как известно, вместе веселее, интереснее и организованнее. Каждый из участников закроет свои задачи, от написания отчета до разбора зимних вещей — нет маленьких проектов, если они имеют для тебя значение.

Встречи проходят каждый вторник с 13:00 до 17:00 по мск (но группа встречается и в рандомное время, график определятся заранее, подробнее после регистрации).

И да, регистрация обязательна :)",stand-up,,,14 июля 2026,,,,,,1000,от 1000 ₽,False,18+,,https://kaverafisha.ru/saint-petersburg/events/kon-ne-valyalsya-pobezhdaem-prokrastinatsiyu-281392,kaver,2026-07-14 14:53:30
,В свечах: Шедевры классики в особняке Половцова,В свечах: Шедевры классики в особняке Половцова,"Цикл событий #В_СВЕЧАХ от команды Русские Музыкальные Сезоны превращает самые красивые и необычные залы Петербурга в уютные концертные площадки, наполняя пространство залов тёплым светом тысячи свечей, что создаёт неповторимую атмосферу и идеальный фон для музицирования.

Один из самых роскошных дворцовых залов Петербурга, белый зал Особняка Половцова в этот вечер наполнится звуками вечной, популярной классической музыки таких композиторов, как П.И. Чайковский, А. Вивальди, Ж. Массне, И. Бах, С.В. Рахманинов и др.

Приготовься устроиться поудобнее и насладиться самыми яркими шедеврами мира классической музыки в виртуозном исполнении артистов крупнейших театров Петербурга в свечах.

Экскурсия-проход по парадным залам оплачивается дополнительно к билету по желанию и наличию. Начало экскурсии за час до начала концерта.

В программе:
22 мая — Французский шарм шедевров классики
25 мая — Прелюдия лета
3 июня — Новая классика
8 июня — Французский шарм шедевров классики
12 июня — Великая классика
22 июня — Великие композиторы шутят
25 июня — Классика Старого Света
26 июня — Великая классика русских композиторов
Продолжительность 1 час 20 мин.",concert,,,27 августа 2026,,Особняк А.А. Половцова,,,,3000,от 3000 ₽,False,6+,,https://kaverafisha.ru/saint-petersburg/events/vsvechah-shedevry-klassiki-v-osobnyake-polovtsova-264817,kaver,2026-07-14 14:53:37
,Музыка из кино на органе,Музыка из кино на органе,"«Музыка из кино на органе» зазвучит ещё более проникновенно и загадочно благодаря ночному формату мероприятия.

Прозвучит музыка из «Гарри Поттера», «Титаника», «Властелина колец», «Ходячего замка Хоула», «Пиратов Карибского моря» и другие признанные шедевры музыкального киноискусства.

Программа вызывает самые разные ассоциации и обращается к наиболее трогательным воспоминаниям: о детстве, о первых купленных кассетах или дисках, о томительном ожидании выхода в прокат фильмов о любимых героях, о горячих спорах, что же всё-таки лучше — книга или фильм.

Окунись в волшебную атмосферу любимых кинокартин, слушая культовые саундтреки в исполнении Ансамбля солистов Оркестра 1703 (художественный руководитель — Георгий Фёдоров), Николая Бронзова и Ольги Котляровой (орган). Музыка исполняется на электрооргане.

Стены зала украсят медиа проекции от арт-студии «Ветер».

Продолжительность – 1 час 15 минут.",concert,,,27 августа 2026,,Анненкирхе,,,,1600,от 1600 ₽,False,6+,,https://kaverafisha.ru/saint-petersburg/events/muzyka-iz-kino-na-organe-pyatnitsa-249570,kaver,2026-07-14 14:53:39
,Музыкальный рейс «Плыви со звуком»,Музыкальный рейс «Плыви со звуком»,"Музыкальный рейс по рекам и каналам Петербурга. Живая музыка звучит прямо на борту: джаз, блюз или латина, без сцены и без барьеров между музыкантами и гостями.

Открытая палуба, саксофон на закате, коктейль в руке — а вокруг медленно проплывают набережные, мосты и золотые шпили города.

В стоимость входит подарок на выбор: бокал игристого / чай / кофе

За это время ты:
• Увидишь Петербург с воды
• Насладишься живой музыкой на расстоянии вытянутой руки
• Расслабишься с бокалом игристого или чашкой чая
• Сделаешь незабываемые фотографии на фоне города
• Потанцуешь, если музыка позовёт

Маршрут: Этот рейс проходит по маршруту, доступному только небольшим теплоходам: идут не только по Неве, но и по узким каналам исторического центра, где дворцы и набережные оказываются буквально на расстоянии вытянутой руки.

Отправление с Фонтанки, заход в Крюков канал и тихие воды Коломны, потом проход мимо Мариинского театра и Новой Голландии, затем по Мойке и через Зимнюю канавку выходят в Большую Неву.

Там открываются панорамы Медного всадника, Летнего сада и Петропавловской крепости, которую обойдут с воды, чтобы увидеть её с самых красивых ракурсов.

После этого возвращаемся обратно на Фонтанку — снова в каналы, где музыка и город звучат особенно близко.",concert,,,30 августа 2026,,,"набережная реки Фонтанки, 15",,,1600,от 1600 ₽,False,0+,,https://kaverafisha.ru/saint-petersburg/events/muzykalnyy-reyys-plyvi-so-zvukom-314457,kaver,2026-07-14 14:53:42
,ЭлектроСимфония,ЭлектроСимфония,"ЭлектроСимфония — авторская программа Ильи Щеклеина, в которой виртуозное фортепиано сочетается с электронными инструментами и современными технологиями звучания.

Музыкант создаёт атмосферный кинематографичный саунд на стыке джаза, классики, эмбиента и электроники. В программе авторские композиции, импровизации и оригинальные аранжировки известных мелодий.

В пространстве планетария музыка обретает особое измерение: звук соединяется с масштабными визуальными проекциями купола, превращая концерт в захватывающее аудиовизуальное путешествие.",concert,,,15 июля 2026,,Планетарий 1,"наб. Обводного канала, 74Ц",,,1200,от 1200 ₽,False,16+,,https://kaverafisha.ru/saint-petersburg/events/elektrosimfoniya-316311,kaver,2026-07-14 14:53:44
,"Выставка Лунный свет. Дебюсси, Равель, Сати","Выставка Лунный свет. Дебюсси, Равель, Сати","Знаменитые полотна французских импрессионистов оживают на концерте «Лунный свет». Приходи на самый умиротворяющий концерт в Анненкирхе — оставь заботы, проблемы и шум, отдохни телом и душой.

Краткий миг жизни, застывшее в вечности движение — любимые картины обретут голос на обгоревших стенах старинной церкви. Солисты Оркестра 1703 исполнят произведения Клода Дебюсси, Мориса Равеля, Эрика Сати и других музыкантов эпохи.

Стены зала украсят медиапроекции от Руслана Назырова. На твоих глазах застрекочут в траве кузнечики, проплывут в танце балерины Дега, расцветут подсолнухи Ван Гога и заколышется водная гладь на картине Моне. Знаменитая «Звёздная ночь» наполнится шелестом ветра, над Овером проплывут облака, и шумная парижская толпа наполнит Монмартр.",concert,,,16 июля 2026,,Анненкирхе,,,,1600,от 1600 ₽,False,6+,,https://kaverafisha.ru/saint-petersburg/events/lunnyy-svet-kontsert-v-annenkirhe-252101,kaver,2026-07-14 14:53:46
,Космический джаз: Эми Уайнхаус,Космический джаз: Эми Уайнхаус,"Эми Уайнхаус — одна из ключевых фигур британской музыки 2000-х и одна из значимых певиц современной соул, джаз и поп-сцены. Её карьера оказалась недолгой, но по-настоящему яркой: редкая интонация, безошибочно узнаваемый тембр и предельная эмоциональная честность превратили её песни в классику нового времени и оставили заметный след в музыкальной истории.

Спонтанный джаз бэнд (Spontaneous Jazz Band) и вокалистка Ольга Чупина представят программу, в которой музыка Эми Уайнхаус прозвучит под куполом Планетария, среди звездного неба, мерцания далёких галактик и космических образов, наполняющих пространство особой атмосферой. В программе: Back to Black, Rehab, Valerie, You Know I’m No Good, Me & Mr Jones, Tears Dry on Their Own и другие хиты.

Этот вечер объединит любимую музыку, красоту звездного неба и атмосферу, к которой захочется вернуться снова.",concert,,,16 июля 2026,,Планетарий 1,"наб. Обводного канала, 74Ц",,,1200,от 1200 ₽,False,6+,,https://kaverafisha.ru/saint-petersburg/events/kosmicheskiyy-jaz-emi-uayynhaus-314134,kaver,2026-07-14 14:53:48
,В свечах: Шедевры классики в Усадьбе Державина,В свечах: Шедевры классики в Усадьбе Державина,"Цикл событий #В_Свечах от команды «Русские музыкальные сезоны» превращает самые красивые и необычные залы Петербурга в уютные концертные площадки, наполняя пространство залов тёплым светом тысячи свечей, что создаёт неповторимую атмосферу и идеальный фон для музицирования.

В этот вечер парадный зал усадьбы Г.Р. Державина наполнится звуками вечной, популярной классической музыки таких композиторов, как П. И. Чайковский, А. Вивальди, Ж. Массне, С. В. Рахманинов и других.

Приготовься устроиться поудобнее и насладиться самыми яркими шедеврами мира классической музыки в виртуозном исполнении артистов крупнейших театров Петербурга #В_Свечах!",concert,,,17 июля 2026,,,"набережная реки Фонтанки, 118",,,3000,от 3000 ₽,False,6+,,https://kaverafisha.ru/saint-petersburg/events/v-tsvetah-shedevry-klassiki-v-usadbe-derzhavina-292116,kaver,2026-07-14 14:53:51
,Вселенная голосов: музыкальное шоу Юlайк,Вселенная голосов: музыкальное шоу Юlайк,"Мировые хиты Queen, Evanescence, Celine Dion, АИГЕЛ, Sting и многих других легендарных исполнителей  прозвучат в завораживающих многоголосных аранжировках на фоне космических пейзажей. 

Через красивое музыкальное повествование погрузишься в исследование себя и космоса и ответят на вопрос: что общего между космическими явлениями и человеческими чувствами.

Группа Юlайк (U Like), созданная в Санкт-Петербурге в мае 2013 года, — это настоящий оркестр из пяти женских голосов, исполняющий современные акапелла-композиции в авторских аранжировках. Одна из лучших акапелла-групп мира.",concert,,,17 июля 2026,,Планетарий 1,"наб. Обводного канала, 74Ц",,,1500,от 1500 ₽,False,6+,,https://kaverafisha.ru/saint-petersburg/events/vselennaya-golosov-muzykalnoe-shou-yulayyk-316634,kaver,2026-07-14 14:53:53
,Магия свечей. «Эми Уайнхаус. Джаз на крыше»,Магия свечей. «Эми Уайнхаус. Джаз на крыше»,"В этот вечер под куполом панорамного пространства для тебя прозвучит проникновенный и томный джаз, наполняя пространство эмоциями легендарной Эми Уайнхаус.

В сиянии сотен свечей ты услышишь её культовые хиты: «Rehab», «Tears Dry On Their Own», «Back To Black» и другие композиции, ставшие голосом целого поколения.

Эми пела на пределе чувств — и именно это сделало её легендой. Хриплый, пронзительный тембр, абсолютная искренность и смелость превращать личные переживания в искусство навсегда изменили звучание современной музыки.

На сцене — харизматичная Анастасия Сазонова и Jazz Noir Band. Их исполнение — это не просто трибьют, а живая, глубокая интерпретация: с нотами соула, ритм-энд-блюза и той самой эмоциональной честностью, за которую любят Эми. Каждая композиция здесь — как откровение.

А за панорамными окнами — вечерний Петербург: огни города, сияние Исаакиевского собора и устремлённая ввысь башня «Лахта Центра». 

Внимание! Вход гостей — в 20:00

Пространство расположено на крыше отеля «Амбассадор»: вход через главные двери, подъём на лифте на 9-й этаж — тебя встретит администратор.",concert,,,17 июля 2026,,,"проспект Римского-Корсакова, 5",,,3300,от 3300 ₽,False,6+,,https://kaverafisha.ru/saint-petersburg/events/magiya-svecheyy-amy-winehouse-jaz-na-kryshe-316666,kaver,2026-07-14 14:53:55
,КняZz. Фокусник,КняZz. Фокусник,"Вечер для тех, кто до сих пор знает, как выглядит настоящий русский рок, и не боится немного театральной мрачности.

КняZz привезут программу «Фокусник» — с готическими историями, тяжёлыми гитарами и атмосферой, где кажется, что сейчас либо начнётся концерт, либо откроется портал в тёмное фэнтези.

В программе — любимые хиты, громкий живой звук и песни, под которые зал дружно превращается в хор людей в чёрном. Будет много мистики, драматичных припевов и того самого вайба, когда хочется серьёзно кивать головой под гитарный рифф и смотреть вдаль с очень задумчивым лицом.

Подойдёт тем, кто любит рок с историей, немного мрачную эстетику и концерты, после которых хочется переслушать всё детство заново.",concert,,,19 июля 2026,,,"проспект Пятилеток, 1",,,2500,от 2500 ₽,False,16+,,https://kaverafisha.ru/saint-petersburg/events/knyazz-fokusnik-315459,kaver,2026-07-14 14:53:57
,Звёздные войны. Музыкальное шоу,Звёздные войны. Музыкальное шоу,"Под куполом Планетария 1 прозвучит музыка из легендарной саги Джорджа Лукаса Star Wars. Орган и полнокупольная графика создадут эффект полного погружения.

Мелодии, ставшие гимном нескольких поколений, виртуозное исполнение на Короле Инструментов, космические пейзажи на самом большом проекционном куполе в мире. Отдайся ностальгическим чувствам и окунись в атмосферу одной из самых культовых вселенных — Звёздных войн.",concert,,,23 июля 2026,,Планетарий 1,"наб. Обводного канала, 74Ц",,,2000,от 2000 ₽,False,6+,,https://kaverafisha.ru/saint-petersburg/events/zvezdnye-voyyny-organnoe-shou-284753,kaver,2026-07-14 14:54:00
