external_id,title,short_title,description,category,tags,start_datetime,end_datetime,venue_title,venue_address,venue_lat,venue_lon,price_min,price_raw,is_free,age_restriction,image_url,site_url,source,parsed_at
,Урод,Урод,"Красивая история о страшном, страшная история о красивом.

«Урод» — это острая сатира на современное общество, где массовая культура диктует стандарты красоты. Спектакль поставлен по пьесе современного драматурга-абсурдиста Мариуса фон Майенбурга.

Главный герой, инженер-изобретатель Летте, внезапно узнает, что он — урод. Всё его окружение подтверждает этот факт, и это становится для него личной трагедией. Летте обращается к пластическому хирургу и получает идеально красивое лицо, а вместе с ним — внимание женщин, богатство и славу. Как он воспользуется своими новыми возможностями?

Драматург: Мариус фон Майенбург.
Режиссёр: Валентин Левицкий.",other,,"Спектакль Урод в городе Санкт-Петербург, 11 июля 2026: купить билеты — Кавёр",,,,,,1500,1500 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/urod-255651/og.png,https://kaverafisha.ru/saint-petersburg/events/urod-255651,kaver,2026-07-11 14:02:14
,Элитный стендап,Элитный стендап,"Твоё идеальное свидание с комедией.

Перед тобой выступят комики с ТНТ, НТВ, ЖКХ, ВДВ. Регалий предостаточно, кто-то сын маминой подруги, а у кого-то грамота за турнир по рыбалке.

Каждую сб и вс",other,,"Элитный стендап в городе Санкт-Петербург, до 30 августа 2026: купить билеты — Кавёр",,,,,,400,400 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/elitnyy-stendap-313746/og.png,https://kaverafisha.ru/saint-petersburg/events/elitnyy-stendap-313746,kaver,2026-07-11 14:02:16
,История всего: от Сотворения до Апокалипсиса,История всего: от Сотворения до Апокалипсиса,"А что если собрать самые эффектные и запоминающиеся инсталляции арт-группы «Зерно» на одной выставке в Анненкирхе?

Так и сделали — и представляют библейскую историю от Сотворения до Апокалипсиса через попурри лучших арт-объектов с предыдущих выставок. Это именно те экспонаты, которые запали тебе в душу и поселились в сердечке.

В большой зал вернулась легендарная Луна, на лестнице распустились сады, на втором этаже колышутся волны потопа и видна радуга, в ротонде сверкает гигантский серафим, а в часовне тебя ждёт киберпастор. Каждая локация — это твой путеводитель по Библии и портал к воспоминаниям о прошлых вдохновляющих экспозициях в уникальной лютеранской кирхе.

Режим работы: с 10:00 до 18:00",other,,"Выставка История всего: от Сотворения до Апокалипсиса в городе Санкт-Петербург, до 7 августа 2026: купить билеты — Кавёр",,,,,,1000,1000 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/istoriya-vsego-ot-sotvoreniya-do-apokalipsisa-311062/og.png,https://kaverafisha.ru/saint-petersburg/events/istoriya-vsego-ot-sotvoreniya-do-apokalipsisa-311062,kaver,2026-07-11 14:02:18
,Пророк Санбой,Пророк Санбой,"Тот самый голос из культовой игры «Альтушка для скуфа», автор музыкального хита «Остров в океане» и человек мем вновь посетит Санкт-Петербург с большим летним концертом 11 июля.",other,,"Пророк Санбой в городе Санкт-Петербург, 11 июля 2026: купить билеты — Кавёр",,,,,,1699,1699 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/prorok-sanboyy-fest-297045/og.png,https://kaverafisha.ru/saint-petersburg/events/prorok-sanboyy-fest-297045,kaver,2026-07-11 14:02:20
,Человек из Подольска,Человек из Подольска,"Простой парень из подмосковного городка попадает в полицию. Он думает, что это недоразумение. И ждёт, когда его отпустят. Однако полицейские не спешат. Они хотят узнать о нем всё, залезть в тайные уголки его души и понять, почему этот подольский человек не видит ничего вокруг себя и живёт как автомат. 

Допрашивая, они не прибегают к силовым методам, используют новые методики. Полицейские ли они или некое особое подразделение по работе с населением? Можно ли с помощью интеллектуального насилия изменить человека в лучшую сторону или такой путь ведет в тупик? Эти вопросы задают авторы спектакля, и ответ придёт в финале. 

Обыденная ситуация допроса превращается в многослойное психологическое расследование, парадоксальный детектив, изощрённый сеанс психотерапии. Пришедший в театр зритель начнёт вместе с героями спектакля — думать. О своём предназначении в мире, о свободе, о любви к Родине. И обязательно понадобится большое чувство юмора, потому что это просто необходимо — суметь открыто п",other,,"Спектакль Человек из Подольска в городе Санкт-Петербург, c 3 августа 2026 по 4 августа 2026: купить билеты — Кавёр",,,,,,1800,1800 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/chelovek-iz-podolska-317208/og.png,https://kaverafisha.ru/saint-petersburg/events/chelovek-iz-podolska-317208,kaver,2026-07-11 14:02:22
,Вий,Вий,"Спектакль-карнавал в жанре фолк-триллера, в котором каждый образ – само воплощение бесстыдных желаний, потаенных страстей, эротики и глубоких заблуждений.

Летней ночью в поисках ночлега трое семинаристов забредают в гости к двуликой ведьме, вторая личина который — панночка невиданной красоты. Еле унеся ноги от колдуньи, главный герой — философ Хома Брут попадает в смертельное приключение.

Ему предстоит провести ровно три ночи у гроба красавицы, лицом к лицу с нечистой силой, балансируя на грани жизни и смерти. Хватит ли Бруту сил уцелеть в схватке с нежитью?

Продолжительность – 2 ч 30 мин (с антрактом).

Касса театра и заказ билетов:
+7 (812) 310-33-09 (доб. 301)",other,,"Спектакль Вий в городе Санкт-Петербург, c 7 августа 2026 по 8 августа 2026: купить билеты — Кавёр",,,,,,800,800 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/viyy-256249/og.png,https://kaverafisha.ru/saint-petersburg/events/viyy-256249,kaver,2026-07-11 14:02:25
,Арт-маркет «Горчица»,Арт-маркет «Горчица»,"Горчица — это молодежный арт-маркет. 

На маркете соберутся 100+ художников: среди них будут авторы комиксов, керамисты, создатели стикеров VK и другие яркие люди из творческой сферы.

Тебя ждёт:
• авторские иллюстрации, керамика, украшения, ковровая вышивка и многое другое
• квест с подарками за покупки на мероприятии
• атмосфера праздника и счастья",other,,"Арт-маркет «Горчица» в городе Санкт-Петербург, 12 июля 2026: купить билеты — Кавёр",,,,,,300,300 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/art-market-gorchitsa-317066/og.png,https://kaverafisha.ru/saint-petersburg/events/art-market-gorchitsa-317066,kaver,2026-07-11 14:02:27
,Дисколэнд (Discoland),Дисколэнд (Discoland),"На весь вечер и целую ночь крыша превратится в настоящий парк развлечений для взрослых. Гостей ждут два танцпола, более 20 артистов и диджеев, топовые бары города, поп-ап пространства и летние развлечения.

Главный танцпол — диско, поп и любимые хиты. Второй — альтернативный электронный, с более ночным и стильным звучанием.

Среди первых артистов фестиваля: Карина Мурашкина, Dietlove, Stoliarova, Shirman, Texture, Tacidelli и Melman. Полный лайнап будет позже.

Дресс-код: Закатное диско — пайетки, металлик, винтаж, яркие детали и самые красивые летние образы.",other,,"Дисколэнд (Discoland) в городе Санкт-Петербург, 31 июля 2026: купить билеты — Кавёр",,,,,,3000,3000 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/diskolend-discoland-316678/og.png,https://kaverafisha.ru/saint-petersburg/events/diskolend-discoland-316678,kaver,2026-07-11 14:02:29
,Сплетение,Сплетение,"Это пространство для искреннего общения и ярких впечатлений. 
Творческие люди из разных индустрий соберутся в одном месте только на один день. Тебя ждут новые знакомства, выступления от приглашенных гостей, выставка картин и плакатов, большой маркет, тату, пирсинг и барбер зоны, секретные гости. Авторское наполнение от команды дизайнеров сделает место незабываемым.

Запись у организатора в тг.",other,,"Сплетение в городе Санкт-Петербург, 11 июля 2026: купить билеты — Кавёр",,,,,,700,700 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/spletenie-316981/og.png,https://kaverafisha.ru/saint-petersburg/events/spletenie-316981,kaver,2026-07-11 14:02:31
,Конь не валялся: побеждаем прокрастинацию,Конь не валялся: побеждаем прокрастинацию,"Онлайн-комьюнити совместной работы и закрытия давно висящих проектов.

Побеждай прокрастинацию вместе с другими: незнакомцы из разных уголков мира объединяются для совместной работы онлайн. 

Твоя лучшая команда поведенческой активации.

Как известно, вместе веселее, интереснее и организованнее. Каждый из участников закроет свои задачи, от написания отчета до разбора зимних вещей — нет маленьких проектов, если они имеют для тебя значение.

Встречи проходят каждый вторник с 13:00 до 17:00 по мск (но группа встречается и в рандомное время, график определятся заранее, подробнее после регистрации).

И да, регистрация обязательна :)",other,,"Конь не валялся: побеждаем прокрастинацию в городе Санкт-Петербург, 14 июля 2026: купить билеты — Кавёр",,,,,,0,Бесплатно,True,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/kon-ne-valyalsya-pobezhdaem-prokrastinatsiyu-281392/og.png,https://kaverafisha.ru/saint-petersburg/events/kon-ne-valyalsya-pobezhdaem-prokrastinatsiyu-281392#comment-49945,kaver,2026-07-11 14:02:33
,Мать Тьма,Мать Тьма,"История начинается в тюремной камере, в которой Говард У. Кэмпбелл-младший оказался по одной весомой причине. Неожиданные повороты, любовь и страсть, серьезные вопросы и неоднозначные ответы.

Шпионская комедия по одноимённому роману Курта Воннегута.

Кто же он? Шпион? Военный преступник? Герой? Сделал он в своей жизни больше добра или зла?

Может ли человек быть одновременно отпетым негодяем и самым искренним гуманистом — странный вопрос. Но при виде главного героя он появляется. Наверное, разгадка в том, какой точки зрения придерживается человек, выносящий ему суровый вердикт. А что, если он сам выносит себе вердикт?

Режиссёр: Екатерина Павлова.
В главной роли: Александр Насенков.

Вход в театр осуществляется через арку за 20 минут до начала спектакля. Вход в театр после начала спектакля невозможен.  Пожалуйста, постарайся не опаздывать.",other,,"Спектакль Мать Тьма в городе Санкт-Петербург, 17 августа 2026: купить билеты — Кавёр",,,,,,1600,1600 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/mat-tma-252496/og.png,https://kaverafisha.ru/saint-petersburg/events/mat-tma-252496,kaver,2026-07-11 14:02:36
,Сайкл-фестиваль на корабле «Аврора»,Сайкл-фестиваль на корабле «Аврора»,"Вперёд за байки под жирнейший электронный звук от диджея в компании лучших тренеров.

Будешь крутить педали под диджей-сет по маршруту до Финского залива. Что встретишь: Медный всадник, Дворцовый мост, Эрмитаж, Кунсткамера, Петропавловская крепость, крейсер Аврора, Стрелка Васильевского острова, Лахта-центр, Зенит-Арена.

Расписание состоит из 3-х рейсов и 6-и заездов, выбирай удобное время: 
Рейсы: 08:45, 12:00, 15:10
Заезды: 09:15, 10:45, 12:30, 14:00, 15:45, 17:10",festival,,"Сайкл-фестиваль на корабле «Аврора» в городе Санкт-Петербург, 12 июля 2026: купить билеты — Кавёр",,,,,,6500,6500 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/sayykl-festival-na-korable-avrora-316478/og.png,https://kaverafisha.ru/saint-petersburg/events/sayykl-festival-na-korable-avrora-316478,kaver,2026-07-11 14:02:38
,Объёмная картина с текстурной пастой,Объёмная картина с текстурной пастой,"Под руководством опытного художника ты создашь интерьерную картину акрилом с текстурной пастой. 

Можно выбрать любой сюжет: объёмные картины цветов, море текстурной пастой, картину дерева или гор. Каждый гость выбирает свой сюжет для рисования на мастер-классе, доступна подборка из более чем 200 картинок.

Размеры и стоимость: 
– 25х35см — 3700 рублей на картоне;
– 30х40см — 3900 рублей на картоне. 

Продолжительность:  3 часа.

С подробным расписанием мастер-класса можно ознакомиться на сайте по ссылке.",other,,"Объёмная картина с текстурной пастой в городе Санкт-Петербург, до 19 июля 2026: купить билеты — Кавёр",,,,,,3700,3700 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/obemnaya-kartina-s-teksturnoyy-pastoyy-279930/og.png,https://kaverafisha.ru/saint-petersburg/events/obemnaya-kartina-s-teksturnoyy-pastoyy-279930,kaver,2026-07-11 14:02:40
,Фестиваль «Инди на воде»,Фестиваль «Инди на воде»,"Первый фестиваль локальной музыки на воде.

Это когда ты стоишь на верхней палубе, ветер с Невы треплет волосы, а прямо перед тобой живой артист играет что-то такое, от чего хочется остановить время. А вокруг — закат и морские панорамы Петербурга.  
Каждый рейс — новые музыканты: локальная инди-сцена Петербурга, независимые и настоящие. Кого-то ты уже слышал в наушниках, кого-то откроешь для себя прямо здесь, посреди реки.

Хочешь быть поближе к сцене — занимай место на открытой верхней палубе. Хочешь просто смотреть в окно на проплывающий город с бокалом в руке — спускайся вниз, там панорамные окна и кафе-бар.

Фестиваль проходит каждую пятницу и субботу под закат. Отправление — Университетская наб., 13 (м. Василеостровская, Спортивная, Адмиралтейская), продолжительность 1,5–2 часа.
Состав музыкантов меняется каждый рейс.
Расписание на сайте.",festival,,"Фестиваль «Инди на воде» в городе Санкт-Петербург, до 31 июля 2026: купить билеты — Кавёр",,,,,,2000,2000 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/festival-indi-na-vode-316375/og.png,https://kaverafisha.ru/saint-petersburg/events/festival-indi-na-vode-316375,kaver,2026-07-11 14:02:42
,Жара,Жара,"В июле без пенной вечеринки никак! Снова включают пенную пушку на главном танцполе, а барменам раздают водные пистолеты. Готовь летние образы и билеты заранее, выйти сухими не получится.

Билет / бронь = вход без очереди
С собой возьми паспорт / военный билет / права.",other,,"Жара в городе Санкт-Петербург, 18 июля 2026: купить билеты — Кавёр",,,,,,800,800 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/zhara-316890/og.png,https://kaverafisha.ru/saint-petersburg/events/zhara-316890,kaver,2026-07-11 14:02:46
,Звёздные войны. Музыкальное шоу,Звёздные войны. Музыкальное шоу,"Под куполом Планетария 1 прозвучит музыка из легендарной саги Джорджа Лукаса Star Wars. Орган и полнокупольная графика создадут эффект полного погружения.

Мелодии, ставшие гимном нескольких поколений, виртуозное исполнение на Короле Инструментов, космические пейзажи на самом большом проекционном куполе в мире. Отдайся ностальгическим чувствам и окунись в атмосферу одной из самых культовых вселенных — Звёздных войн.",other,,"Звёздные войны. Музыкальное шоу в городе Санкт-Петербург, 23 июля 2026: купить билеты — Кавёр",,,,,,2000,2000 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/zvezdnye-voyyny-organnoe-shou-284753/og.png,https://kaverafisha.ru/saint-petersburg/events/zvezdnye-voyyny-organnoe-shou-284753,kaver,2026-07-11 14:02:49
,Летний лагерь,Летний лагерь,"Возвращают Летний лагерь: в прошлый раз ночной лагерь зашёл слишком хорошо, поэтому снова собираются на два дня с летними треками, коктейлями, баскетом и танцами до утра.

Билет / бронь = вход без очереди
С собой возьми паспорт / военный билет / права.",other,,"Летний лагерь в городе Санкт-Петербург, 11 июля 2026: купить билеты — Кавёр",,,,,,800,800 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/letniyy-lager-316887/og.png,https://kaverafisha.ru/saint-petersburg/events/letniyy-lager-316887,kaver,2026-07-11 14:02:51
,Съёмки «Абушоу» | 18:30,Съёмки «Абушоу» | 18:30,"Мероприятие, на котором Нидаль Абу-Газале берёт истории людей из зала, и, благодаря его разгонам, ты можешь наблюдать как комедия рождается прямо на сцене.",other,,"Съёмки «Абушоу» | 18:30 в городе Санкт-Петербург, 12 июля 2026: купить билеты — Кавёр",,,,,,3500,3500 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/semki-abushou-1830-316853/og.png,https://kaverafisha.ru/saint-petersburg/events/semki-abushou-1830-316853,kaver,2026-07-11 14:02:53
,Салем,Салем,"Спектакль «Салем» — это мистическая драма, в основу которой легли реальные события, произошедшие в 1692 году в американском городке Салем, где были обвинены в колдовстве и повешены более сотни человек.

Постановка исследует механизмы массовой истерии и гонений, показывая, как страх и невежество могут разрушить человеческие судьбы. «Салем» является актуальным предупреждением о том, как легко общество поддаётся манипуляциям, повторяя ошибки прошлого.

Невинные, на первый взгляд, игры юных девочек разжигают пылающий костер инквизиции, потушить который не способны ни здравый смысл, ни человеческое сострадание. Этот огонь в одночасье обнажает все людские пороки – ревность, зависть, жажду наживы и желание уничтожить под шумок всех неугодных. Местное население охвачено безумием охоты на ведьм, и на фоне этого безумия уцелеть практически невозможно.",other,,"Спектакль Салем в городе Санкт-Петербург, 12 июля 2026: купить билеты — Кавёр",,,,,,1000,1000 руб,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/salem-316749/og.png,https://kaverafisha.ru/saint-petersburg/events/salem-316749,kaver,2026-07-11 14:02:55
